order_id,customer_id,order_date,status,hour,day_of_week,month
ORD_00030,CUST_0031,2023-04-04 12:35:00,Delivered,12,Tuesday,4
ORD_00031,CUST_0420,2023-09-22 17:01:00,Delivered,17,Friday,9
ORD_00032,CUST_0472,2023-05-01 09:09:00,Delivered,9,Monday,5
ORD_00033,CUST_0047,2023-10-07 12:29:00,Delivered,12,Saturday,10
ORD_00034,CUST_0306,2023-02-02 08:48:00,Delivered,8,Thursday,2
ORD_00035,CUST_0140,2023-04-17 08:27:00,Delivered,8,Monday,4
ORD_00036,CUST_0039,2023-02-07 11:13:00,Delivered,11,Tuesday,2
ORD_00037,CUST_0067,2023-06-23 10:35:00,Delivered,10,Friday,6
ORD_00038,CUST_0005,2023-11-19 13:25:00,Delivered,13,Sunday,11
ORD_00039,CUST_0088,2023-11-20 14:44:00,Shipped,14,Monday,11
ORD_00040,CUST_0269,2023-02-28 11:21:00,Delivered,11,Tuesday,2
ORD_00041,CUST_0050,2023-05-24 21:41:00,Delivered,21,Wednesday,5
ORD_00042,CUST_0010,2023-10-21 07:49:00,Delivered,7,Saturday,10
ORD_00043,CUST_0474,2023-12-21 17:39:00,Delivered,17,Thursday,12
ORD_00044,CUST_0004,2023-06-03 11:28:00,Delivered,11,Saturday,6
ORD_00045,CUST_0438,2023-02-20 15:29:00,Delivered,15,Monday,2
ORD_00046,CUST_0257,2023-03-02 13:51:00,Shipped,13,Thursday,3
ORD_00047,CUST_0021,2023-04-15 23:33:00,Delivered,23,Saturday,4
ORD_00048,CUST_0397,2023-05-20 06:40:00,Delivered,6,Saturday,5
ORD_00049,CUST_0130,2023-10-22 22:38:00,Shipped,22,Sunday,10
ORD_00050,CUST_0159,2023-12-23 17:08:00,Delivered,17,Saturday,12
ORD_00051,CUST_0485,2023-10-22 20:05:00,Delivered,20,Sunday,10
ORD_00052,CUST_0487,2023-04-25 14:14:00,Cancelled,14,Tuesday,4
ORD_00053,CUST_0050,2023-08-24 20:02:00,Delivered,20,Thursday,8
ORD_00054,CUST_0045,2023-11-26 20:46:00,Delivered,20,Sunday,11
ORD_00055,CUST_0313,2023-05-24 19:14:00,Delivered,19,Wednesday,5
ORD_00056,CUST_0044,2023-12-15 14:18:00,Delivered,14,Friday,12
ORD_00057,CUST_0411,2023-09-28 10:41:00,Delivered,10,Thursday,9
ORD_00058,CUST_0064,2023-05-25 09:28:00,Shipped,9,Thursday,5
ORD_00059,CUST_0419,2023-07-12 21:26:00,Delivered,21,Wednesday,7
ORD_00060,CUST_0015,2023-01-04 19:41:00,Delivered,19,Wednesday,1
ORD_00061,CUST_0357,2023-11-25 18:28:00,Delivered,18,Saturday,11
ORD_00062,CUST_0057,2023-11-08 11:03:00,Delivered,11,Wednesday,11
ORD_00063,CUST_0275,2023-01-17 16:45:00,Delivered,16,Tuesday,1
ORD_00064,CUST_0096,2023-09-03 15:23:00,Delivered,15,Sunday,9
ORD_00065,CUST_0011,2023-06-16 05:24:00,Cancelled,5,Friday,6
ORD_00066,CUST_0016,2023-10-21 07:37:00,Delivered,7,Saturday,10
ORD_00067,CUST_0330,2023-03-25 18:44:00,Delivered,18,Saturday,3
ORD_00068,CUST_0235,2023-01-07 05:12:00,Shipped,5,Saturday,1
ORD_00069,CUST_0279,2023-07-02 18:12:00,Delivered,18,Sunday,7
ORD_00070,CUST_0456,2023-06-15 20:24:00,Delivered,20,Thursday,6
ORD_00071,CUST_0266,2023-05-03 18:05:00,Delivered,18,Wednesday,5
ORD_00072,CUST_0309,2023-10-06 18:22:00,Delivered,18,Friday,10
ORD_00073,CUST_0486,2023-02-22 17:23:00,Delivered,17,Wednesday,2
ORD_00074,CUST_0018,2023-03-08 19:23:00,Delivered,19,Wednesday,3
ORD_00075,CUST_0294,2023-03-12 12:41:00,Delivered,12,Sunday,3
ORD_00076,CUST_0017,2023-10-07 23:18:00,Delivered,23,Saturday,10
ORD_00077,CUST_0045,2023-11-28 23:42:00,Delivered,23,Tuesday,11
ORD_00078,CUST_0011,2023-10-23 17:50:00,Delivered,17,Monday,10
ORD_00079,CUST_0032,2023-01-18 16:29:00,Delivered,16,Wednesday,1
ORD_00080,CUST_0026,2023-12-24 14:26:00,Delivered,14,Sunday,12
ORD_00081,CUST_0349,2023-08-05 20:49:00,Delivered,20,Saturday,8
ORD_00082,CUST_0467,2023-11-27 08:09:00,Delivered,8,Monday,11
ORD_00083,CUST_0266,2023-12-28 07:12:00,Delivered,7,Thursday,12
ORD_00084,CUST_0048,2023-08-06 16:37:00,Delivered,16,Sunday,8
ORD_00085,CUST_0002,2023-02-21 19:16:00,Delivered,19,Tuesday,2
ORD_00086,CUST_0149,2023-09-10 14:51:00,Delivered,14,Sunday,9
ORD_00087,CUST_0029,2023-06-15 09:38:00,Delivered,9,Thursday,6
ORD_00088,CUST_0390,2023-06-18 08:15:00,Delivered,8,Sunday,6
ORD_00089,CUST_0025,2023-11-14 10:55:00,Shipped,10,Tuesday,11
ORD_00090,CUST_0264,2023-07-10 14:05:00,Processing,14,Monday,7
ORD_00091,CUST_0026,2023-05-20 20:41:00,Delivered,20,Saturday,5
ORD_00092,CUST_0452,2023-05-12 19:23:00,Delivered,19,Friday,5
ORD_00093,CUST_0038,2023-06-15 19:17:00,Delivered,19,Thursday,6
ORD_00094,CUST_0174,2023-08-12 19:12:00,Delivered,19,Saturday,8
ORD_00095,CUST_0022,2023-11-17 14:38:00,Shipped,14,Friday,11
ORD_00096,CUST_0316,2023-10-10 16:32:00,Delivered,16,Tuesday,10
ORD_00097,CUST_0009,2023-06-22 08:26:00,Delivered,8,Thursday,6
ORD_00098,CUST_0042,2023-11-25 16:14:00,Delivered,16,Saturday,11
ORD_00099,CUST_0397,2023-11-05 19:15:00,Delivered,19,Sunday,11
ORD_00100,CUST_0033,2023-11-16 20:47:00,Delivered,20,Thursday,11
ORD_00101,CUST_0193,2023-05-06 14:34:00,Delivered,14,Saturday,5
ORD_00102,CUST_0412,2023-10-20 14:15:00,Delivered,14,Friday,10
ORD_00103,CUST_0354,2023-10-11 14:35:00,Processing,14,Wednesday,10
ORD_00104,CUST_0203,2023-11-25 19:18:00,Delivered,19,Saturday,11
ORD_00105,CUST_0139,2023-12-23 10:06:00,Delivered,10,Saturday,12
ORD_00106,CUST_0116,2023-09-02 07:21:00,Delivered,7,Saturday,9
ORD_00107,CUST_0476,2023-03-21 21:56:00,Delivered,21,Tuesday,3
ORD_00108,CUST_0046,2023-09-08 15:46:00,Shipped,15,Friday,9
ORD_00109,CUST_0479,2023-12-27 12:31:00,Delivered,12,Wednesday,12
ORD_00110,CUST_0022,2023-05-21 15:31:00,Shipped,15,Sunday,5
ORD_00111,CUST_0008,2023-05-24 14:16:00,Delivered,14,Wednesday,5
ORD_00112,CUST_0388,2023-04-20 20:57:00,Delivered,20,Thursday,4
ORD_00113,CUST_0095,2023-12-16 11:15:00,Delivered,11,Saturday,12
ORD_00114,CUST_0155,2023-09-19 01:41:00,Delivered,1,Tuesday,9
ORD_00115,CUST_0208,2023-10-23 19:44:00,Delivered,19,Monday,10
ORD_00116,CUST_0311,2023-06-23 15:30:00,Delivered,15,Friday,6
ORD_00117,CUST_0042,2023-08-17 18:04:00,Shipped,18,Thursday,8
ORD_00118,CUST_0035,2023-03-11 20:28:00,Delivered,20,Saturday,3
ORD_00119,CUST_0229,2023-11-15 08:26:00,Delivered,8,Wednesday,11
ORD_00120,CUST_0012,2023-06-27 00:13:00,Delivered,0,Tuesday,6
ORD_00121,CUST_0031,2023-12-03 22:30:00,Delivered,22,Sunday,12
ORD_00122,CUST_0374,2023-09-14 12:57:00,Delivered,12,Thursday,9
ORD_00123,CUST_0335,2023-11-04 09:34:00,Delivered,9,Saturday,11
ORD_00124,CUST_0153,2023-07-24 15:34:00,Delivered,15,Monday,7
ORD_00125,CUST_0047,2023-11-02 19:26:00,Delivered,19,Thursday,11
ORD_00126,CUST_0447,2023-01-24 05:28:00,Delivered,5,Tuesday,1
ORD_00127,CUST_0149,2023-04-24 16:36:00,Delivered,16,Monday,4
ORD_00128,CUST_0114,2023-06-09 06:37:00,Shipped,6,Friday,6
ORD_00129,CUST_0196,2023-11-11 18:26:00,Delivered,18,Saturday,11
ORD_00130,CUST_0015,2023-05-23 08:29:00,Shipped,8,Tuesday,5
ORD_00131,CUST_0016,2023-04-11 17:59:00,Delivered,17,Tuesday,4
ORD_00132,CUST_0018,2023-06-20 16:55:00,Delivered,16,Tuesday,6
ORD_00133,CUST_0022,2023-05-01 09:12:00,Processing,9,Monday,5
ORD_00134,CUST_0039,2023-10-13 21:35:00,Delivered,21,Friday,10
ORD_00135,CUST_0134,2023-06-16 14:51:00,Cancelled,14,Friday,6
ORD_00136,CUST_0212,2023-01-28 09:09:00,Delivered,9,Saturday,1
ORD_00137,CUST_0079,2023-04-08 12:53:00,Delivered,12,Saturday,4
ORD_00138,CUST_0251,2023-12-21 18:29:00,Delivered,18,Thursday,12
ORD_00139,CUST_0278,2023-12-02 15:53:00,Delivered,15,Saturday,12
ORD_00140,CUST_0010,2023-01-17 14:03:00,Delivered,14,Tuesday,1
ORD_00141,CUST_0211,2023-01-17 18:34:00,Processing,18,Tuesday,1
ORD_00142,CUST_0466,2023-03-04 15:15:00,Delivered,15,Saturday,3
ORD_00143,CUST_0192,2023-12-15 16:44:00,Delivered,16,Friday,12
ORD_00144,CUST_0026,2023-06-18 14:40:00,Delivered,14,Sunday,6
ORD_00145,CUST_0170,2023-08-28 22:57:00,Delivered,22,Monday,8
ORD_00146,CUST_0291,2023-07-02 21:43:00,Shipped,21,Sunday,7
ORD_00147,CUST_0493,2023-04-05 18:45:00,Delivered,18,Wednesday,4
ORD_00148,CUST_0170,2023-06-24 08:44:00,Delivered,8,Saturday,6
ORD_00149,CUST_0430,2023-02-20 19:38:00,Delivered,19,Monday,2
ORD_00150,CUST_0183,2023-08-13 13:43:00,Delivered,13,Sunday,8
ORD_00151,CUST_0366,2023-02-09 08:45:00,Delivered,8,Thursday,2
ORD_00152,CUST_0001,2023-12-15 12:17:00,Delivered,12,Friday,12
ORD_00153,CUST_0209,2023-02-03 12:05:00,Delivered,12,Friday,2
ORD_00154,CUST_0036,2023-12-08 16:10:00,Delivered,16,Friday,12
ORD_00155,CUST_0033,2023-03-09 13:30:00,Delivered,13,Thursday,3
ORD_00156,CUST_0316,2023-04-04 08:00:00,Processing,8,Tuesday,4
ORD_00157,CUST_0226,2023-05-27 19:41:00,Processing,19,Saturday,5
ORD_00158,CUST_0246,2023-05-13 22:18:00,Delivered,22,Saturday,5
ORD_00159,CUST_0187,2023-02-19 09:34:00,Delivered,9,Sunday,2
ORD_00160,CUST_0150,2023-11-03 19:50:00,Delivered,19,Friday,11
ORD_00161,CUST_0028,2023-11-03 13:38:00,Delivered,13,Friday,11
ORD_00162,CUST_0215,2023-08-26 22:44:00,Shipped,22,Saturday,8
ORD_00163,CUST_0016,2023-09-12 09:39:00,Delivered,9,Tuesday,9
ORD_00164,CUST_0007,2023-04-17 18:35:00,Delivered,18,Monday,4
ORD_00165,CUST_0348,2023-09-17 08:01:00,Delivered,8,Sunday,9
ORD_00166,CUST_0073,2023-05-11 14:13:00,Delivered,14,Thursday,5
ORD_00167,CUST_0164,2023-02-02 19:07:00,Delivered,19,Thursday,2
ORD_00168,CUST_0048,2023-04-06 16:21:00,Delivered,16,Thursday,4
ORD_00169,CUST_0040,2023-12-15 16:24:00,Delivered,16,Friday,12
ORD_00170,CUST_0033,2023-08-26 20:11:00,Delivered,20,Saturday,8
ORD_00171,CUST_0271,2023-12-11 16:39:00,Delivered,16,Monday,12
ORD_00172,CUST_0417,2023-10-26 11:39:00,Delivered,11,Thursday,10
ORD_00173,CUST_0073,2023-08-14 16:36:00,Delivered,16,Monday,8
ORD_00174,CUST_0477,2023-12-18 09:18:00,Delivered,9,Monday,12
ORD_00175,CUST_0488,2023-01-05 09:24:00,Processing,9,Thursday,1
ORD_00176,CUST_0364,2023-11-16 09:36:00,Delivered,9,Thursday,11
ORD_00177,CUST_0030,2023-08-25 19:35:00,Delivered,19,Friday,8
ORD_00178,CUST_0188,2023-08-25 05:46:00,Delivered,5,Friday,8
ORD_00179,CUST_0385,2023-04-28 23:28:00,Delivered,23,Friday,4
ORD_00180,CUST_0108,2023-11-19 18:55:00,Delivered,18,Sunday,11
ORD_00181,CUST_0004,2023-08-18 10:34:00,Delivered,10,Friday,8
ORD_00182,CUST_0070,2023-12-26 13:03:00,Cancelled,13,Tuesday,12
ORD_00183,CUST_0425,2023-04-27 18:31:00,Delivered,18,Thursday,4
ORD_00184,CUST_0394,2023-02-17 18:44:00,Processing,18,Friday,2
ORD_00185,CUST_0050,2023-11-03 18:29:00,Delivered,18,Friday,11
ORD_00186,CUST_0254,2023-05-27 10:35:00,Delivered,10,Saturday,5
ORD_00187,CUST_0391,2023-01-04 17:53:00,Delivered,17,Wednesday,1
ORD_00188,CUST_0028,2023-04-23 20:56:00,Delivered,20,Sunday,4
ORD_00189,CUST_0043,2023-06-21 09:25:00,Delivered,9,Wednesday,6
ORD_00190,CUST_0014,2023-07-05 16:33:00,Delivered,16,Wednesday,7
ORD_00191,CUST_0028,2023-10-16 07:24:00,Delivered,7,Monday,10
ORD_00192,CUST_0417,2023-10-05 17:43:00,Delivered,17,Thursday,10
ORD_00193,CUST_0023,2023-10-21 18:58:00,Delivered,18,Saturday,10
ORD_00194,CUST_0047,2023-06-14 11:08:00,Delivered,11,Wednesday,6
ORD_00195,CUST_0045,2023-01-28 17:19:00,Delivered,17,Saturday,1
ORD_00196,CUST_0407,2023-12-16 12:15:00,Delivered,12,Saturday,12
ORD_00197,CUST_0024,2023-12-05 12:53:00,Delivered,12,Tuesday,12
ORD_00198,CUST_0395,2023-02-19 06:16:00,Delivered,6,Sunday,2
ORD_00199,CUST_0043,2023-09-18 17:17:00,Delivered,17,Monday,9
ORD_00200,CUST_0021,2023-06-21 19:41:00,Delivered,19,Wednesday,6
ORD_00201,CUST_0123,2023-02-03 21:07:00,Delivered,21,Friday,2
ORD_00202,CUST_0046,2023-03-01 09:22:00,Delivered,9,Wednesday,3
ORD_00203,CUST_0138,2023-10-04 19:01:00,Delivered,19,Wednesday,10
ORD_00204,CUST_0296,2023-09-16 14:23:00,Delivered,14,Saturday,9
ORD_00205,CUST_0346,2023-10-08 18:00:00,Delivered,18,Sunday,10
ORD_00206,CUST_0003,2023-08-23 18:26:00,Delivered,18,Wednesday,8
ORD_00207,CUST_0293,2023-06-17 18:03:00,Delivered,18,Saturday,6
ORD_00208,CUST_0020,2023-05-18 14:23:00,Delivered,14,Thursday,5
ORD_00209,CUST_0024,2023-09-16 23:49:00,Delivered,23,Saturday,9
ORD_00210,CUST_0430,2023-10-01 21:00:00,Delivered,21,Sunday,10
ORD_00211,CUST_0034,2023-12-14 14:03:00,Processing,14,Thursday,12
ORD_00212,CUST_0460,2023-11-14 18:23:00,Delivered,18,Tuesday,11
ORD_00213,CUST_0304,2023-08-14 17:08:00,Delivered,17,Monday,8
ORD_00214,CUST_0426,2023-10-11 13:14:00,Delivered,13,Wednesday,10
ORD_00215,CUST_0007,2023-03-15 11:07:00,Delivered,11,Wednesday,3
ORD_00216,CUST_0156,2023-11-23 16:13:00,Delivered,16,Thursday,11
ORD_00217,CUST_0203,2023-08-22 11:52:00,Cancelled,11,Tuesday,8
ORD_00218,CUST_0282,2023-04-15 07:50:00,Delivered,7,Saturday,4
ORD_00219,CUST_0026,2023-06-21 21:05:00,Delivered,21,Wednesday,6
ORD_00220,CUST_0042,2023-07-05 07:54:00,Delivered,7,Wednesday,7
ORD_00221,CUST_0037,2023-07-24 12:01:00,Delivered,12,Monday,7
ORD_00222,CUST_0018,2023-07-05 05:39:00,Delivered,5,Wednesday,7
ORD_00223,CUST_0025,2023-03-07 17:51:00,Delivered,17,Tuesday,3
ORD_00224,CUST_0279,2023-11-12 20:32:00,Delivered,20,Sunday,11
ORD_00225,CUST_0050,2023-05-26 23:33:00,Delivered,23,Friday,5
ORD_00226,CUST_0043,2023-04-18 19:58:00,Delivered,19,Tuesday,4
ORD_00227,CUST_0430,2023-12-06 09:37:00,Delivered,9,Wednesday,12
ORD_00228,CUST_0289,2023-03-07 19:51:00,Shipped,19,Tuesday,3
ORD_00229,CUST_0004,2023-04-08 03:30:00,Delivered,3,Saturday,4
ORD_00230,CUST_0012,2023-03-23 21:49:00,Delivered,21,Thursday,3
ORD_00231,CUST_0483,2023-09-19 07:19:00,Delivered,7,Tuesday,9
ORD_00232,CUST_0356,2023-12-20 19:14:00,Delivered,19,Wednesday,12
ORD_00233,CUST_0001,2023-12-19 12:49:00,Processing,12,Tuesday,12
ORD_00234,CUST_0314,2023-04-19 07:31:00,Delivered,7,Wednesday,4
ORD_00235,CUST_0046,2023-11-22 17:56:00,Delivered,17,Wednesday,11
ORD_00236,CUST_0017,2023-11-24 00:24:00,Delivered,0,Friday,11
ORD_00237,CUST_0194,2023-06-13 07:30:00,Delivered,7,Tuesday,6
ORD_00238,CUST_0005,2023-11-02 11:20:00,Delivered,11,Thursday,11
ORD_00239,CUST_0375,2023-02-03 11:39:00,Shipped,11,Friday,2
ORD_00240,CUST_0007,2023-05-07 13:35:00,Delivered,13,Sunday,5
ORD_00241,CUST_0037,2023-08-16 08:23:00,Delivered,8,Wednesday,8
ORD_00242,CUST_0050,2023-01-06 17:05:00,Delivered,17,Friday,1
ORD_00243,CUST_0136,2023-02-18 12:23:00,Shipped,12,Saturday,2
ORD_00244,CUST_0135,2023-04-09 16:09:00,Delivered,16,Sunday,4
ORD_00245,CUST_0302,2023-04-02 19:52:00,Delivered,19,Sunday,4
ORD_00246,CUST_0366,2023-01-19 20:51:00,Delivered,20,Thursday,1
ORD_00247,CUST_0013,2023-03-14 07:43:00,Delivered,7,Tuesday,3
ORD_00248,CUST_0025,2023-08-18 11:17:00,Delivered,11,Friday,8
ORD_00249,CUST_0037,2023-09-25 22:06:00,Shipped,22,Monday,9
ORD_00250,CUST_0451,2023-05-14 10:41:00,Delivered,10,Sunday,5
ORD_00251,CUST_0356,2023-06-13 20:21:00,Delivered,20,Tuesday,6
ORD_00252,CUST_0011,2023-05-26 11:17:00,Delivered,11,Friday,5
ORD_00253,CUST_0381,2023-07-27 11:46:00,Delivered,11,Thursday,7
ORD_00254,CUST_0389,2023-08-12 19:32:00,Delivered,19,Saturday,8
ORD_00255,CUST_0034,2023-12-01 09:56:00,Delivered,9,Friday,12
ORD_00256,CUST_0141,2023-06-15 15:40:00,Shipped,15,Thursday,6
ORD_00257,CUST_0243,2023-09-12 12:53:00,Shipped,12,Tuesday,9
ORD_00258,CUST_0037,2023-11-07 20:41:00,Delivered,20,Tuesday,11
ORD_00259,CUST_0050,2023-12-22 00:58:00,Delivered,0,Friday,12
ORD_00260,CUST_0483,2023-05-23 17:27:00,Shipped,17,Tuesday,5
ORD_00261,CUST_0320,2023-06-04 00:42:00,Processing,0,Sunday,6
ORD_00262,CUST_0247,2023-02-09 17:55:00,Delivered,17,Thursday,2
ORD_00263,CUST_0004,2023-11-26 19:25:00,Delivered,19,Sunday,11
ORD_00264,CUST_0027,2023-06-24 05:45:00,Cancelled,5,Saturday,6
ORD_00265,CUST_0244,2023-12-22 12:19:00,Delivered,12,Friday,12
ORD_00266,CUST_0372,2023-11-25 20:43:00,Shipped,20,Saturday,11
ORD_00267,CUST_0455,2023-05-09 16:29:00,Shipped,16,Tuesday,5
ORD_00268,CUST_0037,2023-07-07 14:55:00,Delivered,14,Friday,7
ORD_00269,CUST_0071,2023-12-11 13:36:00,Shipped,13,Monday,12
ORD_00270,CUST_0161,2023-09-01 13:13:00,Delivered,13,Friday,9
ORD_00271,CUST_0400,2023-02-20 13:27:00,Delivered,13,Monday,2
ORD_00272,CUST_0388,2023-11-07 02:00:00,Delivered,2,Tuesday,11
ORD_00273,CUST_0053,2023-06-19 11:04:00,Delivered,11,Monday,6
ORD_00274,CUST_0269,2023-05-22 23:21:00,Cancelled,23,Monday,5
ORD_00275,CUST_0471,2023-11-01 10:46:00,Cancelled,10,Wednesday,11
ORD_00276,CUST_0024,2023-10-26 05:56:00,Delivered,5,Thursday,10
ORD_00277,CUST_0002,2023-01-04 13:24:00,Delivered,13,Wednesday,1
ORD_00278,CUST_0323,2023-01-14 17:42:00,Delivered,17,Saturday,1
ORD_00279,CUST_0317,2023-03-04 19:31:00,Delivered,19,Saturday,3
ORD_00280,CUST_0184,2023-10-10 09:35:00,Delivered,9,Tuesday,10
ORD_00281,CUST_0043,2023-02-04 19:42:00,Delivered,19,Saturday,2
ORD_00282,CUST_0019,2023-05-02 07:11:00,Shipped,7,Tuesday,5
ORD_00283,CUST_0049,2023-12-01 20:42:00,Delivered,20,Friday,12
ORD_00284,CUST_0047,2023-02-27 12:07:00,Delivered,12,Monday,2
ORD_00285,CUST_0058,2023-03-24 06:54:00,Delivered,6,Friday,3
ORD_00286,CUST_0225,2023-03-13 19:39:00,Delivered,19,Monday,3
ORD_00287,CUST_0226,2023-01-09 17:00:00,Delivered,17,Monday,1
ORD_00288,CUST_0343,2023-12-17 15:44:00,Delivered,15,Sunday,12
ORD_00289,CUST_0347,2023-09-05 19:35:00,Shipped,19,Tuesday,9
ORD_00290,CUST_0254,2023-12-03 18:20:00,Delivered,18,Sunday,12
ORD_00291,CUST_0029,2023-11-15 07:31:00,Delivered,7,Wednesday,11
ORD_00292,CUST_0026,2023-06-18 15:52:00,Delivered,15,Sunday,6
ORD_00293,CUST_0043,2023-07-11 12:03:00,Delivered,12,Tuesday,7
ORD_00294,CUST_0187,2023-10-04 07:42:00,Delivered,7,Wednesday,10
ORD_00295,CUST_0034,2023-06-04 06:10:00,Delivered,6,Sunday,6
ORD_00296,CUST_0008,2023-12-13 09:52:00,Delivered,9,Wednesday,12
ORD_00297,CUST_0302,2023-03-15 14:37:00,Processing,14,Wednesday,3
ORD_00298,CUST_0284,2023-12-27 16:59:00,Delivered,16,Wednesday,12
ORD_00299,CUST_0311,2023-12-17 20:26:00,Processing,20,Sunday,12
ORD_00300,CUST_0071,2023-06-23 20:32:00,Delivered,20,Friday,6
ORD_00301,CUST_0014,2023-09-10 18:58:00,Delivered,18,Sunday,9
ORD_00302,CUST_0288,2023-07-19 21:45:00,Delivered,21,Wednesday,7
ORD_00303,CUST_0007,2023-01-05 06:03:00,Delivered,6,Thursday,1
ORD_00304,CUST_0019,2023-04-18 05:52:00,Delivered,5,Tuesday,4
ORD_00305,CUST_0200,2023-04-26 19:44:00,Delivered,19,Wednesday,4
ORD_00306,CUST_0495,2023-08-01 18:12:00,Delivered,18,Tuesday,8
ORD_00307,CUST_0387,2023-09-24 16:49:00,Delivered,16,Sunday,9
ORD_00308,CUST_0096,2023-12-24 15:24:00,Delivered,15,Sunday,12
ORD_00309,CUST_0131,2023-01-15 18:09:00,Delivered,18,Sunday,1
ORD_00310,CUST_0294,2023-08-03 19:20:00,Delivered,19,Thursday,8
ORD_00311,CUST_0453,2023-04-11 11:18:00,Delivered,11,Tuesday,4
ORD_00312,CUST_0005,2023-03-12 13:57:00,Delivered,13,Sunday,3
ORD_00313,CUST_0017,2023-08-10 04:33:00,Delivered,4,Thursday,8
ORD_00314,CUST_0042,2023-04-17 07:06:00,Delivered,7,Monday,4
ORD_00315,CUST_0218,2023-11-07 15:44:00,Shipped,15,Tuesday,11
ORD_00316,CUST_0013,2023-07-11 05:04:00,Delivered,5,Tuesday,7
ORD_00317,CUST_0025,2023-07-13 13:01:00,Delivered,13,Thursday,7
ORD_00318,CUST_0388,2023-10-02 18:04:00,Delivered,18,Monday,10
ORD_00319,CUST_0045,2023-05-15 12:52:00,Delivered,12,Monday,5
ORD_00320,CUST_0408,2023-11-18 11:40:00,Delivered,11,Saturday,11
ORD_00321,CUST_0285,2023-03-02 00:38:00,Delivered,0,Thursday,3
ORD_00322,CUST_0463,2023-10-07 13:41:00,Shipped,13,Saturday,10
ORD_00323,CUST_0100,2023-03-22 19:54:00,Delivered,19,Wednesday,3
ORD_00324,CUST_0129,2023-02-24 16:21:00,Delivered,16,Friday,2
ORD_00325,CUST_0032,2023-07-20 17:44:00,Delivered,17,Thursday,7
ORD_00326,CUST_0087,2023-01-08 19:45:00,Delivered,19,Sunday,1
ORD_00327,CUST_0450,2023-07-15 12:19:00,Delivered,12,Saturday,7
ORD_00328,CUST_0440,2023-11-18 09:46:00,Shipped,9,Saturday,11
ORD_00329,CUST_0324,2023-01-19 16:49:00,Delivered,16,Thursday,1
ORD_00330,CUST_0026,2023-04-25 16:54:00,Delivered,16,Tuesday,4
ORD_00331,CUST_0006,2023-09-28 22:39:00,Delivered,22,Thursday,9
ORD_00332,CUST_0447,2023-12-24 18:22:00,Delivered,18,Sunday,12
ORD_00333,CUST_0266,2023-12-12 12:58:00,Delivered,12,Tuesday,12
ORD_00334,CUST_0267,2023-09-09 19:16:00,Delivered,19,Saturday,9
ORD_00335,CUST_0335,2023-12-03 15:24:00,Processing,15,Sunday,12
ORD_00336,CUST_0250,2023-11-20 00:56:00,Delivered,0,Monday,11
ORD_00337,CUST_0010,2023-04-12 16:52:00,Delivered,16,Wednesday,4
ORD_00338,CUST_0246,2023-07-19 09:53:00,Delivered,9,Wednesday,7
ORD_00339,CUST_0041,2023-08-19 08:10:00,Delivered,8,Saturday,8
ORD_00340,CUST_0010,2023-12-24 17:18:00,Processing,17,Sunday,12
