order_id,product_id,quantity,price,total_price
ORD_00100,PROD_027,3,89653,268959
ORD_00101,PROD_099,2,834688,1669376
ORD_00102,PROD_039,2,71764,143528
ORD_00103,PROD_036,1,308886,308886
ORD_00103,PROD_037,1,121177,121177
ORD_00104,PROD_011,1,99817,99817
ORD_00104,PROD_045,2,274344,548688
ORD_00104,PROD_057,1,82539,82539
ORD_00105,PROD_032,1,697202,697202
ORD_00106,PROD_099,1,834688,834688
ORD_00107,PROD_097,1,41536,41536
ORD_00107,PROD_037,1,121177,121177
ORD_00108,PROD_023,1,943297,943297
ORD_00109,PROD_038,1,793575,793575
ORD_00109,PROD_005,1,256476,256476
ORD_00110,PROD_065,1,84902,84902
ORD_00111,PROD_044,2,115106,230212
ORD_00112,PROD_042,1,168608,168608
ORD_00113,PROD_058,2,82717,165434
ORD_00114,PROD_086,1,120110,120110
ORD_00115,PROD_038,1,793575,793575
ORD_00115,PROD_048,3,107320,321960
ORD_00115,PROD_079,1,82738,82738
ORD_00116,PROD_028,1,353364,353364
ORD_00116,PROD_098,2,62372,124744
ORD_00117,PROD_071,3,188892,566676
ORD_00118,PROD_075,1,99079,99079
ORD_00119,PROD_060,1,432377,432377
ORD_00120,PROD_045,2,274344,548688
ORD_00121,PROD_099,1,834688,834688
ORD_00122,PROD_049,1,216617,216617
ORD_00122,PROD_011,1,99817,99817
ORD_00123,PROD_029,2,78292,156584
ORD_00124,PROD_059,1,121981,121981
ORD_00125,PROD_003,1,904709,904709
ORD_00125,PROD_031,1,83326,83326
ORD_00125,PROD_027,1,89653,89653
ORD_00126,PROD_100,1,51259,51259
ORD_00127,PROD_042,1,168608,168608
ORD_00127,PROD_031,1,83326,83326
ORD_00128,PROD_081,1,201542,201542
ORD_00128,PROD_087,1,142011,142011
ORD_00128,PROD_055,1,159752,159752
ORD_00129,PROD_097,1,41536,41536
ORD_00130,PROD_054,1,169817,169817
ORD_00131,PROD_069,2,515966,1031932
ORD_00132,PROD_076,1,91332,91332
ORD_00132,PROD_093,1,141160,141160
ORD_00133,PROD_097,1,41536,41536
ORD_00134,PROD_060,1,432377,432377
ORD_00135,PROD_041,3,196385,589155
ORD_00136,PROD_075,1,99079,99079
ORD_00137,PROD_088,1,225165,225165
ORD_00138,PROD_022,2,75681,151362
ORD_00138,PROD_018,1,162230,162230
ORD_00139,PROD_086,1,120110,120110
ORD_00139,PROD_007,1,307682,307682
ORD_00139,PROD_098,1,62372,62372
ORD_00140,PROD_079,1,82738,82738
ORD_00140,PROD_062,1,98806,98806
ORD_00141,PROD_090,1,84750,84750
ORD_00142,PROD_046,1,71189,71189
ORD_00143,PROD_011,3,99817,299451
ORD_00143,PROD_084,1,145494,145494
ORD_00144,PROD_064,2,225330,450660
ORD_00145,PROD_028,3,353364,1060092
ORD_00146,PROD_073,1,168941,168941
ORD_00146,PROD_085,3,191709,575127
ORD_00147,PROD_039,1,71764,71764
ORD_00147,PROD_021,2,123690,247380
ORD_00147,PROD_073,1,168941,168941
ORD_00148,PROD_045,1,274344,274344
ORD_00149,PROD_004,1,127866,127866
ORD_00149,PROD_082,3,76093,228279
ORD_00150,PROD_099,1,834688,834688
ORD_00151,PROD_050,1,106380,106380
ORD_00152,PROD_056,1,123128,123128
ORD_00153,PROD_050,1,106380,106380
ORD_00153,PROD_002,1,157542,157542
ORD_00154,PROD_035,1,30771,30771
ORD_00155,PROD_032,2,697202,1394404
ORD_00156,PROD_080,1,192494,192494
ORD_00157,PROD_042,1,168608,168608
ORD_00158,PROD_074,1,42144,42144
ORD_00158,PROD_032,1,697202,697202
ORD_00159,PROD_004,1,127866,127866
ORD_00159,PROD_094,2,101522,203044
ORD_00160,PROD_018,1,162230,162230
ORD_00160,PROD_082,1,76093,76093
ORD_00161,PROD_065,3,84902,254706
ORD_00162,PROD_082,3,76093,228279
ORD_00163,PROD_087,3,142011,426033
ORD_00163,PROD_083,1,84477,84477
ORD_00163,PROD_052,2,103472,206944
ORD_00164,PROD_058,1,82717,82717
ORD_00165,PROD_011,1,99817,99817
ORD_00166,PROD_013,1,229930,229930
ORD_00167,PROD_014,1,44731,44731
ORD_00168,PROD_030,1,139469,139469
ORD_00168,PROD_052,1,103472,103472
ORD_00168,PROD_081,1,201542,201542
ORD_00169,PROD_036,2,308886,617772
ORD_00170,PROD_015,1,116877,116877
ORD_00171,PROD_046,2,71189,142378
ORD_00172,PROD_041,1,196385,196385
ORD_00172,PROD_016,1,943936,943936
ORD_00173,PROD_082,1,76093,76093
ORD_00174,PROD_058,1,82717,82717
ORD_00175,PROD_064,1,225330,225330
ORD_00176,PROD_038,1,793575,793575
ORD_00176,PROD_005,1,256476,256476
ORD_00177,PROD_035,2,30771,61542
ORD_00178,PROD_055,1,159752,159752
ORD_00179,PROD_012,2,990751,1981502
ORD_00179,PROD_057,1,82539,82539
ORD_00180,PROD_022,1,75681,75681
ORD_00180,PROD_079,1,82738,82738
ORD_00181,PROD_038,3,793575,2380725
ORD_00181,PROD_074,1,42144,42144
ORD_00181,PROD_035,3,30771,92313
ORD_00182,PROD_017,2,77086,154172
ORD_00182,PROD_090,1,84750,84750
ORD_00183,PROD_081,1,201542,201542
ORD_00183,PROD_054,1,169817,169817
ORD_00184,PROD_063,1,247861,247861
ORD_00185,PROD_009,1,131175,131175
ORD_00185,PROD_069,3,515966,1547898
ORD_00186,PROD_063,2,247861,495722
ORD_00187,PROD_021,1,123690,123690
ORD_00188,PROD_036,1,308886,308886
ORD_00189,PROD_097,1,41536,41536
ORD_00189,PROD_030,1,139469,139469
ORD_00190,PROD_090,1,84750,84750
ORD_00191,PROD_014,1,44731,44731
ORD_00191,PROD_041,1,196385,196385
ORD_00192,PROD_002,1,157542,157542
ORD_00193,PROD_028,2,353364,706728
ORD_00193,PROD_012,1,990751,990751
ORD_00194,PROD_032,1,697202,697202
ORD_00194,PROD_071,2,188892,377784
ORD_00195,PROD_025,1,383279,383279
ORD_00195,PROD_096,1,57359,57359
ORD_00196,PROD_068,2,133142,266284
ORD_00197,PROD_088,1,225165,225165
ORD_00198,PROD_051,1,135903,135903
ORD_00198,PROD_065,1,84902,84902
ORD_00198,PROD_037,1,121177,121177
ORD_00199,PROD_027,3,89653,268959
ORD_00200,PROD_090,1,84750,84750
ORD_00201,PROD_040,2,72970,145940
ORD_00201,PROD_086,2,120110,240220
ORD_00202,PROD_093,1,141160,141160
ORD_00202,PROD_034,1,68085,68085
ORD_00203,PROD_068,1,133142,133142
ORD_00204,PROD_022,1,75681,75681
ORD_00204,PROD_048,2,107320,214640
ORD_00205,PROD_032,1,697202,697202
ORD_00205,PROD_006,1,148817,148817
ORD_00206,PROD_093,1,141160,141160
ORD_00207,PROD_006,1,148817,148817
ORD_00207,PROD_052,1,103472,103472
ORD_00208,PROD_039,2,71764,143528
ORD_00209,PROD_098,1,62372,62372
ORD_00209,PROD_032,1,697202,697202
ORD_00209,PROD_020,1,165275,165275
ORD_00210,PROD_095,2,63450,126900
ORD_00211,PROD_036,1,308886,308886
ORD_00212,PROD_075,1,99079,99079
ORD_00212,PROD_013,1,229930,229930
ORD_00213,PROD_041,3,196385,589155
ORD_00214,PROD_100,2,51259,102518
ORD_00215,PROD_027,1,89653,89653
ORD_00215,PROD_058,2,82717,165434
ORD_00215,PROD_040,1,72970,72970
ORD_00216,PROD_012,2,990751,1981502
ORD_00217,PROD_052,2,103472,206944
ORD_00218,PROD_100,3,51259,153777
ORD_00219,PROD_010,1,92560,92560
ORD_00220,PROD_006,3,148817,446451
ORD_00221,PROD_046,1,71189,71189
ORD_00222,PROD_064,2,225330,450660
ORD_00222,PROD_053,1,152688,152688
ORD_00223,PROD_070,3,186171,558513
ORD_00223,PROD_003,2,904709,1809418
ORD_00224,PROD_004,1,127866,127866
ORD_00225,PROD_030,3,139469,418407
ORD_00226,PROD_029,2,78292,156584
ORD_00226,PROD_074,2,42144,84288
ORD_00227,PROD_046,1,71189,71189
ORD_00227,PROD_076,2,91332,182664
ORD_00228,PROD_040,1,72970,72970
ORD_00229,PROD_026,2,145358,290716
ORD_00229,PROD_017,3,77086,231258
ORD_00229,PROD_044,2,115106,230212
ORD_00230,PROD_047,3,67955,203865
ORD_00231,PROD_094,3,101522,304566
ORD_00231,PROD_056,1,123128,123128
ORD_00231,PROD_082,1,76093,76093
ORD_00232,PROD_049,2,216617,433234
ORD_00232,PROD_040,1,72970,72970
ORD_00233,PROD_078,1,121557,121557
ORD_00234,PROD_031,3,83326,249978
ORD_00234,PROD_045,1,274344,274344
ORD_00235,PROD_027,1,89653,89653
ORD_00236,PROD_022,2,75681,151362
ORD_00237,PROD_098,1,62372,62372
ORD_00238,PROD_044,1,115106,115106
ORD_00239,PROD_056,1,123128,123128
ORD_00239,PROD_084,2,145494,290988
ORD_00240,PROD_034,1,68085,68085
ORD_00240,PROD_085,1,191709,191709
ORD_00241,PROD_085,1,191709,191709
ORD_00242,PROD_051,1,135903,135903
ORD_00243,PROD_058,1,82717,82717
ORD_00244,PROD_011,1,99817,99817
ORD_00244,PROD_086,1,120110,120110
ORD_00245,PROD_088,2,225165,450330
ORD_00245,PROD_061,1,217261,217261
ORD_00245,PROD_074,1,42144,42144
ORD_00246,PROD_019,1,187323,187323
ORD_00246,PROD_016,3,943936,2831808
ORD_00246,PROD_097,1,41536,41536
ORD_00247,PROD_081,1,201542,201542
ORD_00247,PROD_019,3,187323,561969
ORD_00247,PROD_077,3,129178,387534
ORD_00248,PROD_002,1,157542,157542
ORD_00248,PROD_090,2,84750,169500
ORD_00248,PROD_080,1,192494,192494
ORD_00249,PROD_013,2,229930,459860
ORD_00250,PROD_005,1,256476,256476
ORD_00250,PROD_023,1,943297,943297
ORD_00251,PROD_061,3,217261,651783
ORD_00252,PROD_088,3,225165,675495
ORD_00252,PROD_013,1,229930,229930
ORD_00253,PROD_025,1,383279,383279
ORD_00253,PROD_057,2,82539,165078
ORD_00254,PROD_091,1,143557,143557
ORD_00255,PROD_032,1,697202,697202
ORD_00255,PROD_005,3,256476,769428
ORD_00256,PROD_031,1,83326,83326
ORD_00256,PROD_048,1,107320,107320
ORD_00257,PROD_089,1,149006,149006
ORD_00257,PROD_012,1,990751,990751
ORD_00258,PROD_084,1,145494,145494
ORD_00259,PROD_002,1,157542,157542
ORD_00260,PROD_059,1,121981,121981
ORD_00260,PROD_033,1,253503,253503
ORD_00261,PROD_072,1,255123,255123
ORD_00261,PROD_083,1,84477,84477
ORD_00262,PROD_084,1,145494,145494
ORD_00262,PROD_039,1,71764,71764
ORD_00263,PROD_093,1,141160,141160
ORD_00263,PROD_004,3,127866,383598
ORD_00264,PROD_044,2,115106,230212
ORD_00264,PROD_093,1,141160,141160
ORD_00265,PROD_072,1,255123,255123
ORD_00265,PROD_024,1,195658,195658
ORD_00266,PROD_029,1,78292,78292
ORD_00266,PROD_046,2,71189,142378
ORD_00267,PROD_082,1,76093,76093
ORD_00268,PROD_053,1,152688,152688
ORD_00269,PROD_019,1,187323,187323
ORD_00269,PROD_041,1,196385,196385
ORD_00269,PROD_092,1,737234,737234
ORD_00270,PROD_098,1,62372,62372
ORD_00271,PROD_050,1,106380,106380
ORD_00271,PROD_001,2,58327,116654
ORD_00271,PROD_005,3,256476,769428
ORD_00272,PROD_089,2,149006,298012
ORD_00273,PROD_038,1,793575,793575
ORD_00274,PROD_097,1,41536,41536
ORD_00275,PROD_003,1,904709,904709
ORD_00276,PROD_080,1,192494,192494
ORD_00276,PROD_007,1,307682,307682
ORD_00277,PROD_090,1,84750,84750
ORD_00278,PROD_090,1,84750,84750
ORD_00278,PROD_018,2,162230,324460
ORD_00279,PROD_034,2,68085,136170
ORD_00280,PROD_062,1,98806,98806
ORD_00281,PROD_100,2,51259,102518
ORD_00281,PROD_066,1,160637,160637
ORD_00281,PROD_010,1,92560,92560
ORD_00282,PROD_047,1,67955,67955
ORD_00282,PROD_087,2,142011,284022
ORD_00283,PROD_057,3,82539,247617
ORD_00284,PROD_035,2,30771,61542
ORD_00284,PROD_050,2,106380,212760
ORD_00284,PROD_089,1,149006,149006
ORD_00285,PROD_076,1,91332,91332
ORD_00286,PROD_094,1,101522,101522
ORD_00286,PROD_017,1,77086,77086
ORD_00287,PROD_099,1,834688,834688
ORD_00287,PROD_096,1,57359,57359
ORD_00288,PROD_094,1,101522,101522
ORD_00289,PROD_002,3,157542,472626
ORD_00289,PROD_083,1,84477,84477
ORD_00290,PROD_007,1,307682,307682
ORD_00290,PROD_065,1,84902,84902
ORD_00290,PROD_029,2,78292,156584
ORD_00291,PROD_064,2,225330,450660
ORD_00292,PROD_080,1,192494,192494
ORD_00292,PROD_082,1,76093,76093
ORD_00293,PROD_043,2,146719,293438
ORD_00293,PROD_072,1,255123,255123
ORD_00294,PROD_082,3,76093,228279
ORD_00295,PROD_096,1,57359,57359
ORD_00295,PROD_093,1,141160,141160
ORD_00296,PROD_014,1,44731,44731
ORD_00296,PROD_097,3,41536,124608
ORD_00297,PROD_064,1,225330,225330
ORD_00298,PROD_023,1,943297,943297
ORD_00298,PROD_089,2,149006,298012
ORD_00298,PROD_075,1,99079,99079
ORD_00299,PROD_098,1,62372,62372
ORD_00299,PROD_032,1,697202,697202
ORD_00299,PROD_036,1,308886,308886
ORD_00300,PROD_041,2,196385,392770
ORD_00300,PROD_092,1,737234,737234
ORD_00301,PROD_084,1,145494,145494
ORD_00301,PROD_023,1,943297,943297
ORD_00301,PROD_065,2,84902,169804
ORD_00302,PROD_069,2,515966,1031932
ORD_00302,PROD_037,1,121177,121177
ORD_00303,PROD_021,1,123690,123690
ORD_00303,PROD_037,1,121177,121177
ORD_00304,PROD_087,1,142011,142011
ORD_00304,PROD_095,1,63450,63450
ORD_00305,PROD_049,1,216617,216617
ORD_00305,PROD_050,2,106380,212760
ORD_00306,PROD_057,3,82539,247617
ORD_00306,PROD_029,2,78292,156584
ORD_00307,PROD_058,1,82717,82717
ORD_00308,PROD_034,1,68085,68085
ORD_00309,PROD_077,3,129178,387534
ORD_00309,PROD_007,1,307682,307682
ORD_00309,PROD_100,1,51259,51259
ORD_00310,PROD_067,1,102979,102979
ORD_00310,PROD_009,1,131175,131175
ORD_00310,PROD_065,1,84902,84902
ORD_00311,PROD_068,3,133142,399426
ORD_00311,PROD_061,2,217261,434522
ORD_00312,PROD_032,2,697202,1394404
ORD_00312,PROD_006,1,148817,148817
ORD_00312,PROD_088,2,225165,450330
ORD_00313,PROD_066,1,160637,160637
ORD_00314,PROD_069,1,515966,515966
ORD_00314,PROD_001,1,58327,58327
ORD_00314,PROD_081,2,201542,403084
ORD_00315,PROD_056,2,123128,246256
ORD_00315,PROD_083,1,84477,84477
ORD_00316,PROD_072,1,255123,255123
ORD_00316,PROD_010,1,92560,92560
ORD_00317,PROD_001,1,58327,58327
ORD_00318,PROD_038,2,793575,1587150
ORD_00319,PROD_069,1,515966,515966
ORD_00320,PROD_094,1,101522,101522
ORD_00320,PROD_083,3,84477,253431
ORD_00321,PROD_011,1,99817,99817
ORD_00322,PROD_024,1,195658,195658
ORD_00323,PROD_071,1,188892,188892
ORD_00323,PROD_060,1,432377,432377
ORD_00324,PROD_031,1,83326,83326
ORD_00324,PROD_013,1,229930,229930
ORD_00325,PROD_047,2,67955,135910
ORD_00326,PROD_047,1,67955,67955
ORD_00327,PROD_083,1,84477,84477
ORD_00328,PROD_010,2,92560,185120
ORD_00329,PROD_071,2,188892,377784
ORD_00329,PROD_034,1,68085,68085
ORD_00329,PROD_070,1,186171,186171
ORD_00330,PROD_066,1,160637,160637
ORD_00331,PROD_018,1,162230,162230
ORD_00331,PROD_058,1,82717,82717
ORD_00332,PROD_030,1,139469,139469
ORD_00332,PROD_009,1,131175,131175
ORD_00333,PROD_084,1,145494,145494
ORD_00334,PROD_049,1,216617,216617
ORD_00335,PROD_052,1,103472,103472
ORD_00336,PROD_010,1,92560,92560
ORD_00337,PROD_043,2,146719,293438
ORD_00338,PROD_017,1,77086,77086
ORD_00339,PROD_052,1,103472,103472
ORD_00340,PROD_078,3,121557,364671
ORD_00341,PROD_080,1,192494,192494
ORD_00341,PROD_085,1,191709,191709
ORD_00342,PROD_026,1,145358,145358
ORD_00343,PROD_005,1,256476,256476
ORD_00343,PROD_069,1,515966,515966
ORD_00344,PROD_056,1,123128,123128
ORD_00344,PROD_067,2,102979,205958
ORD_00345,PROD_095,3,63450,190350
ORD_00346,PROD_037,2,121177,242354
ORD_00346,PROD_077,1,129178,129178
ORD_00347,PROD_027,1,89653,89653
ORD_00348,PROD_073,1,168941,168941
ORD_00349,PROD_072,1,255123,255123
ORD_00350,PROD_016,1,943936,943936
ORD_00350,PROD_096,2,57359,114718
ORD_00351,PROD_091,1,143557,143557
ORD_00351,PROD_007,3,307682,923046
ORD_00352,PROD_048,1,107320,107320
ORD_00353,PROD_008,1,177379,177379
ORD_00353,PROD_100,1,51259,51259
ORD_00353,PROD_023,1,943297,943297
ORD_00354,PROD_079,1,82738,82738
ORD_00354,PROD_022,1,75681,75681
ORD_00355,PROD_026,1,145358,145358
ORD_00356,PROD_045,3,274344,823032
ORD_00357,PROD_065,1,84902,84902
ORD_00358,PROD_074,1,42144,42144
ORD_00358,PROD_033,3,253503,760509
ORD_00359,PROD_004,1,127866,127866
ORD_00359,PROD_062,1,98806,98806
ORD_00360,PROD_002,2,157542,315084
ORD_00361,PROD_061,1,217261,217261
ORD_00361,PROD_041,1,196385,196385
ORD_00361,PROD_046,1,71189,71189
ORD_00362,PROD_027,1,89653,89653
ORD_00362,PROD_030,1,139469,139469
ORD_00363,PROD_001,2,58327,116654
ORD_00364,PROD_074,1,42144,42144
ORD_00364,PROD_036,3,308886,926658
ORD_00365,PROD_070,1,186171,186171
ORD_00366,PROD_089,1,149006,149006
ORD_00367,PROD_031,1,83326,83326
ORD_00368,PROD_052,1,103472,103472
ORD_00369,PROD_072,2,255123,510246
ORD_00369,PROD_056,1,123128,123128
ORD_00370,PROD_081,2,201542,403084
ORD_00370,PROD_067,2,102979,205958
ORD_00370,PROD_069,1,515966,515966
ORD_00371,PROD_081,1,201542,201542
ORD_00372,PROD_016,1,943936,943936
ORD_00373,PROD_046,1,71189,71189
ORD_00373,PROD_042,1,168608,168608
ORD_00374,PROD_082,1,76093,76093
ORD_00374,PROD_044,1,115106,115106
ORD_00375,PROD_035,1,30771,30771
ORD_00376,PROD_053,2,152688,305376
ORD_00376,PROD_022,1,75681,75681
ORD_00376,PROD_024,1,195658,195658
ORD_00377,PROD_061,1,217261,217261
ORD_00378,PROD_050,1,106380,106380
ORD_00378,PROD_040,2,72970,145940
ORD_00379,PROD_042,1,168608,168608
ORD_00379,PROD_061,2,217261,434522
ORD_00380,PROD_082,1,76093,76093
ORD_00380,PROD_073,1,168941,168941
ORD_00381,PROD_034,1,68085,68085
ORD_00382,PROD_063,3,247861,743583
ORD_00383,PROD_025,1,383279,383279
ORD_00384,PROD_011,1,99817,99817
ORD_00385,PROD_069,1,515966,515966
ORD_00385,PROD_035,2,30771,61542
ORD_00386,PROD_042,1,168608,168608
ORD_00387,PROD_030,1,139469,139469
ORD_00387,PROD_012,1,990751,990751
ORD_00388,PROD_011,2,99817,199634
ORD_00389,PROD_033,2,253503,507006
ORD_00389,PROD_049,1,216617,216617
ORD_00390,PROD_013,1,229930,229930
ORD_00390,PROD_067,1,102979,102979
ORD_00391,PROD_067,1,102979,102979
ORD_00391,PROD_016,1,943936,943936
ORD_00391,PROD_033,1,253503,253503
ORD_00392,PROD_036,1,308886,308886
ORD_00393,PROD_048,2,107320,214640
ORD_00394,PROD_083,1,84477,84477
ORD_00395,PROD_057,1,82539,82539
ORD_00395,PROD_094,1,101522,101522
ORD_00396,PROD_063,1,247861,247861
ORD_00397,PROD_021,1,123690,123690
ORD_00397,PROD_009,1,131175,131175
ORD_00398,PROD_003,1,904709,904709
ORD_00399,PROD_088,1,225165,225165
ORD_00400,PROD_006,1,148817,148817
ORD_00400,PROD_017,1,77086,77086
ORD_00401,PROD_090,1,84750,84750
ORD_00402,PROD_011,1,99817,99817
ORD_00403,PROD_035,1,30771,30771
ORD_00403,PROD_068,1,133142,133142
ORD_00404,PROD_025,1,383279,383279
ORD_00405,PROD_074,1,42144,42144
ORD_00405,PROD_046,2,71189,142378
ORD_00406,PROD_077,1,129178,129178
ORD_00407,PROD_093,1,141160,141160
ORD_00408,PROD_058,2,82717,165434
ORD_00408,PROD_051,3,135903,407709
ORD_00408,PROD_001,1,58327,58327
ORD_00409,PROD_089,2,149006,298012
ORD_00410,PROD_034,1,68085,68085
ORD_00411,PROD_010,2,92560,185120
ORD_00412,PROD_039,1,71764,71764
ORD_00413,PROD_054,2,169817,339634
ORD_00413,PROD_016,1,943936,943936
ORD_00414,PROD_041,1,196385,196385
ORD_00415,PROD_097,1,41536,41536
ORD_00415,PROD_077,1,129178,129178
ORD_00415,PROD_074,1,42144,42144
ORD_00416,PROD_052,1,103472,103472
