order_id,customer_id,order_date,status,hour,day_of_week,month,product_id,quantity,price_x,total_price,customer_name,city,province,latitude,longitude,join_date,product_name,category,price_y
ORD_00010,CUST_0023,2023-04-07 17:43:00,Delivered,17,Friday,4,PROD_088,1,225165,225165,Customer_23,Jakarta,DKI Jakarta,-6.257044003679996,106.8781044568708,2023-08-24,Otomotif_Item_88,Otomotif,225165
ORD_00010,CUST_0023,2023-04-07 17:43:00,Delivered,17,Friday,4,PROD_018,3,162230,486690,Customer_23,Jakarta,DKI Jakarta,-6.257044003679996,106.8781044568708,2023-08-24,Kecantikan_Item_18,Kecantikan,162230
ORD_00011,CUST_0159,2023-11-02 16:46:00,Delivered,16,Thursday,11,PROD_042,1,168608,168608,Customer_159,Medan,Sumatera Utara,3.576990588882854,98.60685886401416,2023-10-24,Kesehatan_Item_42,Kesehatan,168608
ORD_00011,CUST_0159,2023-11-02 16:46:00,Delivered,16,Thursday,11,PROD_096,1,57359,57359,Customer_159,Medan,Sumatera Utara,3.576990588882854,98.60685886401416,2023-10-24,Buku_Item_96,Buku,57359
ORD_00011,CUST_0159,2023-11-02 16:46:00,Delivered,16,Thursday,11,PROD_054,1,169817,169817,Customer_159,Medan,Sumatera Utara,3.576990588882854,98.60685886401416,2023-10-24,Kesehatan_Item_54,Kesehatan,169817
ORD_00012,CUST_0272,2023-08-09 19:16:00,Shipped,19,Wednesday,8,PROD_038,2,793575,1587150,Customer_272,Semarang,Jawa Tengah,-7.020871438899307,110.45394013688116,2023-04-26,Elektronik_Item_38,Elektronik,793575
ORD_00012,CUST_0272,2023-08-09 19:16:00,Shipped,19,Wednesday,8,PROD_096,1,57359,57359,Customer_272,Semarang,Jawa Tengah,-7.020871438899307,110.45394013688116,2023-04-26,Buku_Item_96,Buku,57359
ORD_00012,CUST_0272,2023-08-09 19:16:00,Shipped,19,Wednesday,8,PROD_044,1,115106,115106,Customer_272,Semarang,Jawa Tengah,-7.020871438899307,110.45394013688116,2023-04-26,Mainan_Item_44,Mainan,115106
ORD_00013,CUST_0116,2023-11-24 18:25:00,Processing,18,Friday,11,PROD_047,2,67955,135910,Customer_116,Yogyakarta,DI Yogyakarta,-7.7366377392916705,110.37002741862104,2023-05-05,Mainan_Item_47,Mainan,67955
ORD_00013,CUST_0116,2023-11-24 18:25:00,Processing,18,Friday,11,PROD_012,1,990751,990751,Customer_116,Yogyakarta,DI Yogyakarta,-7.7366377392916705,110.37002741862104,2023-05-05,Elektronik_Item_12,Elektronik,990751
ORD_00014,CUST_0233,2023-06-24 17:37:00,Delivered,17,Saturday,6,PROD_048,1,107320,107320,Customer_233,Semarang,Jawa Tengah,-6.874165490305091,110.39457411590476,2023-04-02,Olahraga_Item_48,Olahraga,107320
ORD_00014,CUST_0233,2023-06-24 17:37:00,Delivered,17,Saturday,6,PROD_014,1,44731,44731,Customer_233,Semarang,Jawa Tengah,-6.874165490305091,110.39457411590476,2023-04-02,Mainan_Item_14,Mainan,44731
ORD_00015,CUST_0483,2023-08-20 09:04:00,Delivered,9,Sunday,8,PROD_090,1,84750,84750,Customer_483,Makassar,Sulawesi Selatan,-5.18996125264586,119.403834543293,2023-11-06,Kesehatan_Item_90,Kesehatan,84750
ORD_00016,CUST_0072,2023-01-02 11:31:00,Delivered,11,Monday,1,PROD_069,1,515966,515966,Customer_72,Semarang,Jawa Tengah,-6.967150298821522,110.37977566196336,2023-08-11,Elektronik_Item_69,Elektronik,515966
ORD_00017,CUST_0344,2023-12-23 21:26:00,Delivered,21,Saturday,12,PROD_054,1,169817,169817,Customer_344,Medan,Sumatera Utara,3.60952253789398,98.62819581873208,2023-11-29,Kesehatan_Item_54,Kesehatan,169817
ORD_00017,CUST_0344,2023-12-23 21:26:00,Delivered,21,Saturday,12,PROD_084,1,145494,145494,Customer_344,Medan,Sumatera Utara,3.60952253789398,98.62819581873208,2023-11-29,Mainan_Item_84,Mainan,145494
ORD_00018,CUST_0488,2023-05-23 12:28:00,Delivered,12,Tuesday,5,PROD_047,1,67955,67955,Customer_488,Semarang,Jawa Tengah,-7.060363372987743,110.37205280885996,2023-10-23,Mainan_Item_47,Mainan,67955
ORD_00019,CUST_0279,2023-12-21 12:25:00,Delivered,12,Thursday,12,PROD_059,1,121981,121981,Customer_279,Palembang,Sumatera Selatan,-3.049296954309872,104.68115653526267,2023-09-11,Kesehatan_Item_59,Kesehatan,121981
ORD_00019,CUST_0279,2023-12-21 12:25:00,Delivered,12,Thursday,12,PROD_012,1,990751,990751,Customer_279,Palembang,Sumatera Selatan,-3.049296954309872,104.68115653526267,2023-09-11,Elektronik_Item_12,Elektronik,990751
ORD_00019,CUST_0279,2023-12-21 12:25:00,Delivered,12,Thursday,12,PROD_085,3,191709,575127,Customer_279,Palembang,Sumatera Selatan,-3.049296954309872,104.68115653526267,2023-09-11,Rumah Tangga_Item_85,Rumah Tangga,191709
ORD_00020,CUST_0022,2023-04-05 19:13:00,Delivered,19,Wednesday,4,PROD_027,1,89653,89653,Customer_22,Malang,Jawa Timur,-8.059722295776956,112.71446408041577,2023-05-16,Makanan_Item_27,Makanan,89653
ORD_00020,CUST_0022,2023-04-05 19:13:00,Delivered,19,Wednesday,4,PROD_076,2,91332,182664,Customer_22,Malang,Jawa Timur,-8.059722295776956,112.71446408041577,2023-05-16,Mainan_Item_76,Mainan,91332
ORD_00021,CUST_0076,2023-11-20 00:54:00,Cancelled,0,Monday,11,PROD_070,1,186171,186171,Customer_76,Denpasar,Bali,-8.58884682280667,115.1605123781334,2023-02-24,Olahraga_Item_70,Olahraga,186171
ORD_00021,CUST_0076,2023-11-20 00:54:00,Cancelled,0,Monday,11,PROD_033,2,253503,507006,Customer_76,Denpasar,Bali,-8.58884682280667,115.1605123781334,2023-02-24,Otomotif_Item_33,Otomotif,253503
ORD_00021,CUST_0076,2023-11-20 00:54:00,Cancelled,0,Monday,11,PROD_023,1,943297,943297,Customer_76,Denpasar,Bali,-8.58884682280667,115.1605123781334,2023-02-24,Elektronik_Item_23,Elektronik,943297
ORD_00022,CUST_0404,2023-04-11 02:16:00,Delivered,2,Tuesday,4,PROD_068,2,133142,266284,Customer_404,Palembang,Sumatera Selatan,-2.889226597046197,104.86051370258136,2023-12-21,Olahraga_Item_68,Olahraga,133142
ORD_00022,CUST_0404,2023-04-11 02:16:00,Delivered,2,Tuesday,4,PROD_015,1,116877,116877,Customer_404,Palembang,Sumatera Selatan,-2.889226597046197,104.86051370258136,2023-12-21,Buku_Item_15,Buku,116877
ORD_00023,CUST_0263,2023-09-15 14:39:00,Delivered,14,Friday,9,PROD_085,1,191709,191709,Customer_263,Malang,Jawa Timur,-7.898934259057772,112.626338631959,2023-12-02,Rumah Tangga_Item_85,Rumah Tangga,191709
ORD_00023,CUST_0263,2023-09-15 14:39:00,Delivered,14,Friday,9,PROD_067,1,102979,102979,Customer_263,Malang,Jawa Timur,-7.898934259057772,112.626338631959,2023-12-02,Kecantikan_Item_67,Kecantikan,102979
ORD_00024,CUST_0031,2023-11-14 18:31:00,Delivered,18,Tuesday,11,PROD_011,1,99817,99817,Customer_31,Surabaya,Jawa Timur,-7.279764542062104,112.70636980635476,2023-04-30,Kecantikan_Item_11,Kecantikan,99817
ORD_00025,CUST_0009,2023-05-21 16:45:00,Delivered,16,Sunday,5,PROD_068,1,133142,133142,Customer_9,Medan,Sumatera Utara,3.556048448591908,98.67715128632643,2023-09-16,Olahraga_Item_68,Olahraga,133142
ORD_00025,CUST_0009,2023-05-21 16:45:00,Delivered,16,Sunday,5,PROD_038,1,793575,793575,Customer_9,Medan,Sumatera Utara,3.556048448591908,98.67715128632643,2023-09-16,Elektronik_Item_38,Elektronik,793575
ORD_00025,CUST_0009,2023-05-21 16:45:00,Delivered,16,Sunday,5,PROD_059,2,121981,243962,Customer_9,Medan,Sumatera Utara,3.556048448591908,98.67715128632643,2023-09-16,Kesehatan_Item_59,Kesehatan,121981
ORD_00026,CUST_0042,2023-09-25 16:55:00,Delivered,16,Monday,9,PROD_030,1,139469,139469,Customer_42,Semarang,Jawa Tengah,-7.00042039502947,110.3323116700572,2023-11-24,Mainan_Item_30,Mainan,139469
ORD_00027,CUST_0205,2023-06-04 11:20:00,Delivered,11,Sunday,6,PROD_020,1,165275,165275,Customer_205,Bandung,Jawa Barat,-6.836423604716147,107.53735733535724,2023-08-09,Otomotif_Item_20,Otomotif,165275
ORD_00028,CUST_0047,2023-11-03 13:47:00,Delivered,13,Friday,11,PROD_072,1,255123,255123,Customer_47,Semarang,Jawa Tengah,-6.91444299027662,110.4318554395139,2023-02-03,Otomotif_Item_72,Otomotif,255123
ORD_00028,CUST_0047,2023-11-03 13:47:00,Delivered,13,Friday,11,PROD_008,1,177379,177379,Customer_47,Semarang,Jawa Tengah,-6.91444299027662,110.4318554395139,2023-02-03,Rumah Tangga_Item_8,Rumah Tangga,177379
ORD_00029,CUST_0063,2023-06-28 17:48:00,Delivered,17,Wednesday,6,PROD_007,1,307682,307682,Customer_63,Palembang,Sumatera Selatan,-3.030512967491612,104.76082155772524,2023-11-02,Olahraga_Item_7,Olahraga,307682
ORD_00029,CUST_0063,2023-06-28 17:48:00,Delivered,17,Wednesday,6,PROD_037,1,121177,121177,Customer_63,Palembang,Sumatera Selatan,-3.030512967491612,104.76082155772524,2023-11-02,Kecantikan_Item_37,Kecantikan,121177
ORD_00029,CUST_0063,2023-06-28 17:48:00,Delivered,17,Wednesday,6,PROD_077,1,129178,129178,Customer_63,Palembang,Sumatera Selatan,-3.030512967491612,104.76082155772524,2023-11-02,Kecantikan_Item_77,Kecantikan,129178
ORD_00030,CUST_0031,2023-04-04 12:35:00,Delivered,12,Tuesday,4,PROD_074,2,42144,84288,Customer_31,Surabaya,Jawa Timur,-7.279764542062104,112.70636980635476,2023-04-30,Mainan_Item_74,Mainan,42144
ORD_00030,CUST_0031,2023-04-04 12:35:00,Delivered,12,Tuesday,4,PROD_029,2,78292,156584,Customer_31,Surabaya,Jawa Timur,-7.279764542062104,112.70636980635476,2023-04-30,Mainan_Item_29,Mainan,78292
ORD_00031,CUST_0420,2023-09-22 17:01:00,Delivered,17,Friday,9,PROD_089,1,149006,149006,Customer_420,Semarang,Jawa Tengah,-6.950482329944391,110.44605285758392,2023-02-21,Buku_Item_89,Buku,149006
ORD_00031,CUST_0420,2023-09-22 17:01:00,Delivered,17,Friday,9,PROD_035,1,30771,30771,Customer_420,Semarang,Jawa Tengah,-6.950482329944391,110.44605285758392,2023-02-21,Makanan_Item_35,Makanan,30771
ORD_00032,CUST_0472,2023-05-01 09:09:00,Delivered,9,Monday,5,PROD_019,2,187323,374646,Customer_472,Jakarta,DKI Jakarta,-6.178515922329627,106.91154836074143,2023-03-26,Rumah Tangga_Item_19,Rumah Tangga,187323
ORD_00033,CUST_0047,2023-10-07 12:29:00,Delivered,12,Saturday,10,PROD_093,1,141160,141160,Customer_47,Semarang,Jawa Tengah,-6.91444299027662,110.4318554395139,2023-02-03,Rumah Tangga_Item_93,Rumah Tangga,141160
ORD_00034,CUST_0306,2023-02-02 08:48:00,Delivered,8,Thursday,2,PROD_035,1,30771,30771,Customer_306,Bandung,Jawa Barat,-7.009637572031781,107.67898207978182,2023-04-29,Makanan_Item_35,Makanan,30771
ORD_00034,CUST_0306,2023-02-02 08:48:00,Delivered,8,Thursday,2,PROD_057,1,82539,82539,Customer_306,Bandung,Jawa Barat,-7.009637572031781,107.67898207978182,2023-04-29,Makanan_Item_57,Makanan,82539
ORD_00035,CUST_0140,2023-04-17 08:27:00,Delivered,8,Monday,4,PROD_076,1,91332,91332,Customer_140,Palembang,Sumatera Selatan,-2.9357066245484598,104.83455853388722,2023-01-02,Mainan_Item_76,Mainan,91332
ORD_00035,CUST_0140,2023-04-17 08:27:00,Delivered,8,Monday,4,PROD_063,1,247861,247861,Customer_140,Palembang,Sumatera Selatan,-2.9357066245484598,104.83455853388722,2023-01-02,Fashion_Item_63,Fashion,247861
ORD_00036,CUST_0039,2023-02-07 11:13:00,Delivered,11,Tuesday,2,PROD_038,1,793575,793575,Customer_39,Bandung,Jawa Barat,-6.863245930662811,107.53390893034684,2023-10-01,Elektronik_Item_38,Elektronik,793575
ORD_00036,CUST_0039,2023-02-07 11:13:00,Delivered,11,Tuesday,2,PROD_042,1,168608,168608,Customer_39,Bandung,Jawa Barat,-6.863245930662811,107.53390893034684,2023-10-01,Kesehatan_Item_42,Kesehatan,168608
ORD_00037,CUST_0067,2023-06-23 10:35:00,Delivered,10,Friday,6,PROD_010,2,92560,185120,Customer_67,Semarang,Jawa Tengah,-7.042626926533263,110.38712303428072,2023-10-11,Buku_Item_10,Buku,92560
ORD_00037,CUST_0067,2023-06-23 10:35:00,Delivered,10,Friday,6,PROD_051,1,135903,135903,Customer_67,Semarang,Jawa Tengah,-7.042626926533263,110.38712303428072,2023-10-11,Buku_Item_51,Buku,135903
ORD_00038,CUST_0005,2023-11-19 13:25:00,Delivered,13,Sunday,11,PROD_015,1,116877,116877,Customer_5,Denpasar,Bali,-8.650276997651359,115.2542145155592,2023-02-14,Buku_Item_15,Buku,116877
ORD_00039,CUST_0088,2023-11-20 14:44:00,Shipped,14,Monday,11,PROD_014,1,44731,44731,Customer_88,Surabaya,Jawa Timur,-7.22846544191811,112.686973285801,2023-02-13,Mainan_Item_14,Mainan,44731
ORD_00040,CUST_0269,2023-02-28 11:21:00,Delivered,11,Tuesday,2,PROD_010,1,92560,92560,Customer_269,Denpasar,Bali,-8.600570521864519,115.16206962034865,2023-12-06,Buku_Item_10,Buku,92560
ORD_00040,CUST_0269,2023-02-28 11:21:00,Delivered,11,Tuesday,2,PROD_066,1,160637,160637,Customer_269,Denpasar,Bali,-8.600570521864519,115.16206962034865,2023-12-06,Rumah Tangga_Item_66,Rumah Tangga,160637
ORD_00041,CUST_0050,2023-05-24 21:41:00,Delivered,21,Wednesday,5,PROD_019,1,187323,187323,Customer_50,Yogyakarta,DI Yogyakarta,-7.890516174651181,110.29107828539868,2023-07-22,Rumah Tangga_Item_19,Rumah Tangga,187323
ORD_00042,CUST_0010,2023-10-21 07:49:00,Delivered,7,Saturday,10,PROD_073,2,168941,337882,Customer_10,Malang,Jawa Timur,-7.980210996271577,112.5908458280396,2023-01-14,Otomotif_Item_73,Otomotif,168941
ORD_00043,CUST_0474,2023-12-21 17:39:00,Delivered,17,Thursday,12,PROD_041,1,196385,196385,Customer_474,Malang,Jawa Timur,-8.039222873986239,112.7126037283696,2023-05-28,Fashion_Item_41,Fashion,196385
ORD_00043,CUST_0474,2023-12-21 17:39:00,Delivered,17,Thursday,12,PROD_020,1,165275,165275,Customer_474,Malang,Jawa Timur,-8.039222873986239,112.7126037283696,2023-05-28,Otomotif_Item_20,Otomotif,165275
ORD_00043,CUST_0474,2023-12-21 17:39:00,Delivered,17,Thursday,12,PROD_057,1,82539,82539,Customer_474,Malang,Jawa Timur,-8.039222873986239,112.7126037283696,2023-05-28,Makanan_Item_57,Makanan,82539
ORD_00044,CUST_0004,2023-06-03 11:28:00,Delivered,11,Saturday,6,PROD_037,1,121177,121177,Customer_4,Surabaya,Jawa Timur,-7.345883277566361,112.825335229155,2023-12-13,Kecantikan_Item_37,Kecantikan,121177
ORD_00045,CUST_0438,2023-02-20 15:29:00,Delivered,15,Monday,2,PROD_095,3,63450,190350,Customer_438,Yogyakarta,DI Yogyakarta,-7.890522728867931,110.30073051947323,2023-02-07,Buku_Item_95,Buku,63450
ORD_00045,CUST_0438,2023-02-20 15:29:00,Delivered,15,Monday,2,PROD_006,1,148817,148817,Customer_438,Yogyakarta,DI Yogyakarta,-7.890522728867931,110.30073051947323,2023-02-07,Rumah Tangga_Item_6,Rumah Tangga,148817
ORD_00045,CUST_0438,2023-02-20 15:29:00,Delivered,15,Monday,2,PROD_058,1,82717,82717,Customer_438,Yogyakarta,DI Yogyakarta,-7.890522728867931,110.30073051947323,2023-02-07,Buku_Item_58,Buku,82717
ORD_00046,CUST_0257,2023-03-02 13:51:00,Shipped,13,Thursday,3,PROD_092,1,737234,737234,Customer_257,Bandung,Jawa Barat,-6.8309543033291975,107.69231277790009,2023-11-12,Elektronik_Item_92,Elektronik,737234
ORD_00047,CUST_0021,2023-04-15 23:33:00,Delivered,23,Saturday,4,PROD_048,3,107320,321960,Customer_21,Makassar,Sulawesi Selatan,-5.223292353031044,119.43173538202224,2023-06-26,Olahraga_Item_48,Olahraga,107320
ORD_00048,CUST_0397,2023-05-20 06:40:00,Delivered,6,Saturday,5,PROD_013,1,229930,229930,Customer_397,Medan,Sumatera Utara,3.5963777357768936,98.69449084708694,2023-07-28,Kecantikan_Item_13,Kecantikan,229930
ORD_00049,CUST_0130,2023-10-22 22:38:00,Shipped,22,Sunday,10,PROD_075,1,99079,99079,Customer_130,Yogyakarta,DI Yogyakarta,-7.781587765982127,110.28893529875415,2023-05-08,Makanan_Item_75,Makanan,99079
ORD_00050,CUST_0159,2023-12-23 17:08:00,Delivered,17,Saturday,12,PROD_040,1,72970,72970,Customer_159,Medan,Sumatera Utara,3.576990588882854,98.60685886401416,2023-10-24,Buku_Item_40,Buku,72970
ORD_00050,CUST_0159,2023-12-23 17:08:00,Delivered,17,Saturday,12,PROD_072,1,255123,255123,Customer_159,Medan,Sumatera Utara,3.576990588882854,98.60685886401416,2023-10-24,Otomotif_Item_72,Otomotif,255123
ORD_00050,CUST_0159,2023-12-23 17:08:00,Delivered,17,Saturday,12,PROD_049,1,216617,216617,Customer_159,Medan,Sumatera Utara,3.576990588882854,98.60685886401416,2023-10-24,Kecantikan_Item_49,Kecantikan,216617
ORD_00051,CUST_0485,2023-10-22 20:05:00,Delivered,20,Sunday,10,PROD_047,1,67955,67955,Customer_485,Surabaya,Jawa Timur,-7.244219071940621,112.74731008043982,2023-04-28,Mainan_Item_47,Mainan,67955
ORD_00052,CUST_0487,2023-04-25 14:14:00,Cancelled,14,Tuesday,4,PROD_038,2,793575,1587150,Customer_487,Jakarta,DKI Jakarta,-6.16228558055795,106.78858807571817,2023-12-11,Elektronik_Item_38,Elektronik,793575
ORD_00053,CUST_0050,2023-08-24 20:02:00,Delivered,20,Thursday,8,PROD_080,1,192494,192494,Customer_50,Yogyakarta,DI Yogyakarta,-7.890516174651181,110.29107828539868,2023-07-22,Rumah Tangga_Item_80,Rumah Tangga,192494
ORD_00053,CUST_0050,2023-08-24 20:02:00,Delivered,20,Thursday,8,PROD_017,1,77086,77086,Customer_50,Yogyakarta,DI Yogyakarta,-7.890516174651181,110.29107828539868,2023-07-22,Kesehatan_Item_17,Kesehatan,77086
ORD_00054,CUST_0045,2023-11-26 20:46:00,Delivered,20,Sunday,11,PROD_087,2,142011,284022,Customer_45,Medan,Sumatera Utara,3.6726425485152654,98.6666429850324,2023-01-17,Kesehatan_Item_87,Kesehatan,142011
ORD_00055,CUST_0313,2023-05-24 19:14:00,Delivered,19,Wednesday,5,PROD_061,3,217261,651783,Customer_313,Jakarta,DKI Jakarta,-6.185149045693941,106.81938272791396,2023-04-16,Kecantikan_Item_61,Kecantikan,217261
ORD_00056,CUST_0044,2023-12-15 14:18:00,Delivered,14,Friday,12,PROD_054,3,169817,509451,Customer_44,Makassar,Sulawesi Selatan,-5.101778764332388,119.46021149427104,2023-01-29,Kesehatan_Item_54,Kesehatan,169817
ORD_00057,CUST_0411,2023-09-28 10:41:00,Delivered,10,Thursday,9,PROD_014,2,44731,89462,Customer_411,Yogyakarta,DI Yogyakarta,-7.735029310280398,110.27042640460093,2023-05-19,Mainan_Item_14,Mainan,44731
ORD_00058,CUST_0064,2023-05-25 09:28:00,Shipped,9,Thursday,5,PROD_056,1,123128,123128,Customer_64,Surabaya,Jawa Timur,-7.1938970468155015,112.82424611665128,2023-07-17,Kecantikan_Item_56,Kecantikan,123128
ORD_00059,CUST_0419,2023-07-12 21:26:00,Delivered,21,Wednesday,7,PROD_031,1,83326,83326,Customer_419,Denpasar,Bali,-8.58753081978638,115.18507877982331,2023-11-02,Fashion_Item_31,Fashion,83326
ORD_00060,CUST_0015,2023-01-04 19:41:00,Delivered,19,Wednesday,1,PROD_005,1,256476,256476,Customer_15,Jakarta,DKI Jakarta,-6.190317086227592,106.754890082544,2023-03-23,Fashion_Item_5,Fashion,256476
ORD_00061,CUST_0357,2023-11-25 18:28:00,Delivered,18,Saturday,11,PROD_003,2,904709,1809418,Customer_357,Surabaya,Jawa Timur,-7.263184762289969,112.73446818282945,2023-10-24,Elektronik_Item_3,Elektronik,904709
ORD_00061,CUST_0357,2023-11-25 18:28:00,Delivered,18,Saturday,11,PROD_033,1,253503,253503,Customer_357,Surabaya,Jawa Timur,-7.263184762289969,112.73446818282945,2023-10-24,Otomotif_Item_33,Otomotif,253503
ORD_00061,CUST_0357,2023-11-25 18:28:00,Delivered,18,Saturday,11,PROD_028,2,353364,706728,Customer_357,Surabaya,Jawa Timur,-7.263184762289969,112.73446818282945,2023-10-24,Olahraga_Item_28,Olahraga,353364
ORD_00062,CUST_0057,2023-11-08 11:03:00,Delivered,11,Wednesday,11,PROD_080,1,192494,192494,Customer_57,Makassar,Sulawesi Selatan,-5.061760469531486,119.49432407591289,2023-04-23,Rumah Tangga_Item_80,Rumah Tangga,192494
ORD_00062,CUST_0057,2023-11-08 11:03:00,Delivered,11,Wednesday,11,PROD_059,2,121981,243962,Customer_57,Makassar,Sulawesi Selatan,-5.061760469531486,119.49432407591289,2023-04-23,Kesehatan_Item_59,Kesehatan,121981
ORD_00063,CUST_0275,2023-01-17 16:45:00,Delivered,16,Tuesday,1,PROD_079,1,82738,82738,Customer_275,Medan,Sumatera Utara,3.599261540180759,98.72666367834714,2023-09-01,Rumah Tangga_Item_79,Rumah Tangga,82738
ORD_00064,CUST_0096,2023-09-03 15:23:00,Delivered,15,Sunday,9,PROD_065,2,84902,169804,Customer_96,Denpasar,Bali,-8.75187944643882,115.29204315159066,2023-12-20,Buku_Item_65,Buku,84902
ORD_00065,CUST_0011,2023-06-16 05:24:00,Cancelled,5,Friday,6,PROD_003,1,904709,904709,Customer_11,Denpasar,Bali,-8.648129421055526,115.1404987721304,2023-04-12,Elektronik_Item_3,Elektronik,904709
ORD_00066,CUST_0016,2023-10-21 07:37:00,Delivered,7,Saturday,10,PROD_006,1,148817,148817,Customer_16,Palembang,Sumatera Selatan,-2.9545910296197126,104.70950482473746,2023-06-24,Rumah Tangga_Item_6,Rumah Tangga,148817
ORD_00067,CUST_0330,2023-03-25 18:44:00,Delivered,18,Saturday,3,PROD_018,1,162230,162230,Customer_330,Jakarta,DKI Jakarta,-6.17961655173368,106.8597556609338,2023-07-21,Kecantikan_Item_18,Kecantikan,162230
ORD_00068,CUST_0235,2023-01-07 05:12:00,Shipped,5,Saturday,1,PROD_040,1,72970,72970,Customer_235,Jakarta,DKI Jakarta,-6.264080832296109,106.93824450788811,2023-02-25,Buku_Item_40,Buku,72970
ORD_00069,CUST_0279,2023-07-02 18:12:00,Delivered,18,Sunday,7,PROD_007,1,307682,307682,Customer_279,Palembang,Sumatera Selatan,-3.049296954309872,104.68115653526267,2023-09-11,Olahraga_Item_7,Olahraga,307682
ORD_00069,CUST_0279,2023-07-02 18:12:00,Delivered,18,Sunday,7,PROD_084,1,145494,145494,Customer_279,Palembang,Sumatera Selatan,-3.049296954309872,104.68115653526267,2023-09-11,Mainan_Item_84,Mainan,145494
ORD_00070,CUST_0456,2023-06-15 20:24:00,Delivered,20,Thursday,6,PROD_089,1,149006,149006,Customer_456,Medan,Sumatera Utara,3.613258988502962,98.62581272816458,2023-03-30,Buku_Item_89,Buku,149006
ORD_00071,CUST_0266,2023-05-03 18:05:00,Delivered,18,Wednesday,5,PROD_024,1,195658,195658,Customer_266,Medan,Sumatera Utara,3.657780201826016,98.77214353465725,2023-09-19,Kesehatan_Item_24,Kesehatan,195658
